# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
-21.8372 12.0118  6.28 "          " 4588 104307 180374
-22.7908 23.0231  6.28 "          " 8756 217498 191585
-23.3617  0.8259  6.28 "          "  232   4772 166608
-26.0000 20.6900  6.28 "          " 7910 196947 189575
-26.5503  9.9463  6.28 "          " 3931  86266 178214
-28.6064 10.2008  6.28 "          " 4003  88522 178526
-30.5381 19.9823  6.28 "          " 7617 188981 211708
-33.6792 21.6517  6.28 "          " 8268 205872 213168
-34.1611 22.7886  6.28 "          " 8668 215669 214081
-40.5828 22.6081  6.28 "   Sig1Gru" 8600 214085 231211
-41.0608 15.3026  6.28 "          " 5682 135730 225631
-45.5017 17.0848  6.28 "          " 6331 154025 227601
-49.3808 13.4558  6.28 "          " 5063 116862 224151
-49.7278  1.5434  6.28 "          "  447   9544 215547
-51.4747  7.5776  6.28 "          " 2925  61031 235310
-55.1867  9.3257  6.28 "          " 3717  80781 236851
-55.4550  8.0254  6.28 "          " 3161  66607 235690
-59.8461 17.5930  6.28 "          " 6525 158895 244866
-62.4292 20.8606  6.28 "          " 7959 198160 254883
-63.6428 15.1571  6.28 "          " 5623 133792 253034
-63.8011  8.1401  6.28 "          " 3217  68423 250127
-67.4814 15.3446  6.28 "          " 5684 135737 253115
-72.4075  4.8849  6.28 "          " 1606  31975 256139
  6.4878 17.9489  6.29 "          " 6690 163641 122949
  8.0961 16.0938  6.29 "          " 5992 144426 121361
  8.3247  6.9263  6.29 "          " 2584  50931 114626
  8.5803 15.9112  6.29 " 40    Ser" 5919 142500 121254
  8.8661  8.2921  6.29 "          " 3252  69478 116585
 -0.5031  0.0844  6.29 "          "    2      6 128569
 -2.3883 17.3809  6.29 "          " 6465 157347 141642
 -6.6800  7.2921  6.29 "          " 2765  56614 134474
 -8.0411  6.8451  6.29 "          " 2534  49976 133761
 16.1983 18.6192  6.29 "          " 6995 171994 103913
 16.5856  9.4257  6.29 "          " 3736  81361  98561
 20.4625 21.8241  6.29 "          " 8341 207563  90027
 20.8286 23.3779  6.29 " 65    Peg" 8891 220318  91220
 22.0264 21.3372  6.29 "          " 8158 203206  89628
 22.4625  5.5121  6.29 "          " 1831  36160  77220
 22.8147 18.9995  6.29 "          " 7183 176541  86675
 24.2831 12.5595  6.29 " 22    Com" 4780 109307  82378
 30.2336  8.9663  6.29 " 61    Cnc" 3563  76572  61157
 33.3425 16.1944  6.29 "          " 6043 145802  65129
 34.2458  1.3938  6.29 "          "  396   8375  54654
 41.8967 16.8434  6.29 "          " 6264 152262  46317
 42.5267  5.7874  6.29 "          " 1979  38358  40609
 42.7219 20.2914  6.29 "          " 7762 193217  49425
 45.2094 18.2591  6.29 "          " 6847 168009  47343
 47.8075 19.8837  6.29 "          " 7600 188439  48940
 49.2097  3.5248  6.29 "          " 1056  21620  38906
 50.0711 22.5982  6.29 "          " 8606 214240  52171
 50.8228 18.1149  6.29 "          " 6790 166207  30751
 51.4078 16.4787  6.29 "          " 6150 148880  29956
 51.5147  5.8490  6.29 "          " 2003  38765  25411
 51.9106 20.8119  6.29 "          " 7978 198513  32908
 52.4089 17.1752  6.29 "          " 6395 155711  30277
 52.6544 22.9862  6.29 "          " 8744 217314  35022
 57.2075 13.6726  6.29 "          " 5153 119213  28838
 60.1586 19.5528  6.29 "          " 7448 184936  18395
 64.0856 22.4721  6.29 "          " 8568 213242  20088
 66.7122  0.0644  6.29 "          " 9099 225136  10948
 70.1508 21.7836  6.29 "          " 8342 207636  19646
 72.5508 12.2615  6.29 "          " 4665 106677   7533
 74.0278  2.2226  6.29 "          "  626  13222   4599
 75.0983  9.4643  6.29 "          " 3719  80930   6858
 80.0117  1.1534  6.29 "          "  312   6473   4331
-18.7378 19.1190  6.29 "          " 7241 177863 162204
-20.2178 16.3188  6.29 "          " 6076 146834 184309
-21.3694 23.5284  6.29 "100    Aqr" 8932 221357 191970
-23.6825 22.4363  6.29 "          " 8542 212643 191144
-25.6267 23.0068  6.29 "          " 8746 217358 191565
-26.5131 17.1148  6.29 "          " 6354 154481 185033
-26.6503 18.8746  6.29 "          " 7103 174630 187388
-26.6750 10.6013  6.29 "          " 4157  91881 179014
-29.1578 14.9538  6.29 "          " 5565 131919 183030
-29.5258  1.0549  6.29 "          "  300   6269 166774
-29.8553  2.9536  6.29 "          "  884  18466 194002
-30.5769 14.8759  6.29 "          " 5542 131117 206035
-31.7858 15.9372  6.29 "          " 5923 142542 207134
-32.9881 11.6170  6.29 "          " 4473 100953 202634
-35.3417  6.9460  6.29 "          " 2604  51682 197388
-38.3986  6.7046  6.29 "          " 2482  48543 197108
-39.1369 17.9661  6.29 "          " 6683 163433 209524
-39.5586 20.7147  6.29 "          " 7915 197093 212369
-40.8142 20.0240  6.29 "          " 7639 189388 229993
-42.2736  9.2218  6.29 "          " 3668  79524 220962
-42.9486  8.0582  6.29 "          " 3166  66812 219355
-44.2906  0.0053  6.29 "          " 9077 224750 231888
-55.7742  8.7058  6.29 "          " 3471  74622 236206
-57.0714  4.4034  6.29 "          " 1405  28255 233506
-65.5683  6.5008  6.29 "          " 2408  46730 249568
-78.3003  5.0037  6.29 "          " 1682  33519 256153
-78.3231  3.6083  6.29 "          " 1154  23474 256005
  0.5519 11.8973  6.30 "          " 4555 103313 119100
  7.5783  1.2293  6.30 " 86Zet Psc"  362   7345 109740
  8.3742 19.0393  6.30 "          " 7208 176981 124184
 -5.3161  6.8730  6.30 "          " 2552  50282 133807
 -5.3669  7.0050  6.30 "          " 2622  52265 134031
 -7.0794 17.7297  6.30 "          " 6601 161056 141832
 -9.6547 20.3836  6.30 "          " 7788 193896 144361
 10.7417  2.7080  6.30 "          "  797  16861  93067
 10.7867 14.0590  6.30 "          " 5273 122742 100832
 12.5772 22.6180  6.30 "          " 8608 214298 108043
 13.0458  3.8544  6.30 "          " 1194  24155  93637
 13.7769 18.3008  6.30 "          " 6851 168199 103578
 14.4003 11.1955  6.30 "          " 4341  97244  99492
 15.4981 16.6119  6.30 "          " 6176 149822 102271
 16.1225 12.8743  6.30 "          " 4886 111893 100312
 19.5450  8.6742  6.30 " 41Eps Cnc" 3429  73731  98024
 19.9108 23.1089  6.30 "          " 8792 218261 108402
 22.9833 15.2255  6.30 "          " 5665 135263  83723
 23.9958 17.9540  6.30 "          " 6697 163840  85575
 24.7489 10.9270  6.30 " 54    Leo" 4260  94602  81584
 26.9353  8.4464  6.30 " 23Phi2Cnc" 3311  71151  80188
 26.9872  0.2233  6.30 "          "   40    895  73823
 27.7589  9.9739  6.30 "          " 3936  86358  81120
 28.2803  0.5470  6.30 "          "  134   2942  74090
 35.5550  2.7843  6.30 "          "  820  17240  55872
 35.6525 22.6135  6.30 "          " 8609 214313  72535
 38.0894  2.6411  6.30 "          "  769  16350  55735
 38.4381  6.8871  6.30 " 60    Aur" 2541  50037  59576
 38.8403  3.9748  6.30 "          " 1226  24843  56849
 41.6742 13.7080  6.30 "          " 5160 119445  44720
 43.0311  7.5989  6.30 "          " 2898  60335  41877
 45.4144  9.9658  6.30 "          " 3929  86166  43117
 46.5317 20.7774  6.30 "          " 7958 198151  50050
 50.8094 18.9832  6.30 "          " 7196 176707  31304
 51.3478 18.3322  6.30 "          " 6880 169028  30897
 52.6472  6.1961  6.30 "          " 2172  42083  25613
 56.9328  3.6388  6.30 "          " 1094  22316  24133
 59.0847 22.1991  6.30 "          " 8476 210905  34158
 72.6119 16.5245  6.30 "          " 6180 150010   8544
 73.1278 16.9380  6.30 "          " 6335 154099   8667
-15.5483 15.3504  6.30 " 29Omi Lib" 5703 136407 159191
-19.4497 16.1996  6.30 " 14Nu  Sco" 6026 145501 159763
-20.4947 17.0792  6.30 "          " 6340 154204 184999
-21.5647 17.1033  6.30 "          " 6350 154418 185024
-22.4217 14.0648  6.30 "          " 5272 122703 182204
-24.6569 19.1374  6.30 "          " 7246 178075 187718
-25.9119 22.7989  6.30 "          " 8674 215782 191412
-27.3322  9.8828  6.30 "          " 3916  85725 178130
-29.1972 20.3411  6.30 "          " 7764 193281 189164
-29.5022 19.1886  6.30 "          " 7270 178840 187786
-30.0053 20.2641  6.30 "          " 7725 192433 211940
-30.7167  4.6141  6.30 "          " 1476  29435 195163
-33.7272  7.3205  6.30 "          " 2794  57299 197842
-33.9453 18.4318  6.30 "          " 6893 169398 210135
-35.9614  7.5395  6.30 "          " 2895  60312 198104
-36.3778 18.0301  6.30 "          " 6708 164245 209608
-36.4275  2.5374  6.30 "          "  742  15889 193759
-36.8047 10.3105  6.30 "          " 4053  89442 201266
-37.6114  8.5748  6.30 "          " 3399  72993 199389
-38.5525 21.7415  6.30 "          " 8299 206642 213248
-38.8222 17.2046  6.30 "          " 6382 155276 208522
-39.1933  6.7231  6.30 "          " 2488  48797 197134
-42.2883 18.3111  6.30 "          " 6839 167756 228895
-43.5575 14.7922  6.30 "          " 5509 130073 225183
-44.7372  8.5109  6.30 "          " 3371  72350 220025
-51.2050 10.2778  6.30 "          " 4045  89273 237858
-51.2125 11.1016  6.30 "          " 4318  96407 238763
-52.8506  8.8001  6.30 "          " 3503  75466 236284
-54.2739  3.7427  6.30 "          " 1168  23697 233252
-55.1100 19.5096  6.30 "   Mu  Tel" 7393 183028 246131
-56.4408 14.6758  6.30 "          " 5461 128713 241898
-60.3025  9.3909  6.30 "          " 3740  81502 250561
-60.4994 22.7379  6.30 "          " 8646 215121 255299
-61.4225 15.1791  6.30 "          " 5632 134060 253043
-62.8361  8.0786  6.30 "          " 3186  67536 250101
-65.7706 12.4215  6.30 "          " 4720 108054 251893
-76.3092 10.5902  6.30 "          " 4170  92209 256730
  0.2914 23.3922  6.31 "          " 8897 220406 128156
  2.2686  6.3572  6.31 "          " 2280  44333 113758
  3.2253  5.9044  6.31 "          " 2051  39685 113253
  3.2772  7.8687  6.31 "          " 3061  64052 116054
  5.9019 16.2371  6.31 "          " 6057 146084 121443
  6.1867  4.2581  6.31 "          " 1322  26923 111698
  8.2475  2.1034  6.31 "          "  614  12872 110337
 -0.2014 10.8767  6.31 "          " 4245  94237 118555
 -1.6131  5.7192  6.31 "          " 1970  38099 132480
 -1.7681 12.0172  6.31 "          " 4591 104356 138533
 -3.5542 22.6800  6.31 "          " 8629 214810 146239
 -4.8100 22.9548  6.31 "          " 8727 216953 146404
 -6.8186 18.7309  6.31 "          " 7034 173093 142557
 -7.0753 18.4117  6.31 "          " 6892 169370 142288
 -8.2011 19.3724  6.31 "          " 7347 181858 143321
 -9.7586 18.2901  6.31 "          " 6843 167833 142192
 10.1214  4.3271  6.31 "          " 1349  27386  93866
 10.7258 20.1440  6.31 "          " 7700 191263 105743
 13.6869 16.6300  6.31 "          " 6181 150012 102278
 14.7300 21.0505  6.31 "          " 8057 200430 106796
 14.9494 17.0258  6.31 "          " 6326 153882 102536
 16.4833  2.8866  6.31 "          "  856  17918  93164
 20.2714 19.4229  6.31 "          " 7384 182761  87186
 23.5897 18.7445  6.31 "          " 7047 173494  86393
 24.8403 12.8131  6.31 "          " 4864 111395  82511
 25.0897  8.0288  6.31 "  4Ome2Cnc" 3132  65856  79869
 28.1972 21.5886  6.31 "          " 8257 205539  89815
 29.9217 19.0964  6.31 "          " 7244 178003  86796
 32.8564  3.2631  6.31 "          "  975  20193  56293
 34.5797  1.4358  6.31 "          "  410   8673  54695
 35.1861 19.3425  6.31 "          " 7346 181828  68164
 36.1097  6.7368  6.31 "          " 2471  48272  59425
 37.3306 19.3275  6.31 "          " 7345 181655  68144
 39.6953 15.9583  6.31 "          " 5950 143209  64988
 49.5697 19.3105  6.31 "          " 7341 181597  48315
 50.2328 20.2621  6.31 "          " 7755 192983  32400
 50.6178 23.2373  6.31 "          " 8837 219290  35251
 51.5739  9.4155  6.31 "          " 3725  81025  27246
 52.2133  3.1344  6.31 "          "  930  19268  23825
 52.2611 19.0353  6.31 "          " 7229 177483  31337
 53.8431  2.1688  6.31 "          "  621  13137  22993
 54.0086  4.1102  6.31 "          " 1255  25602  24411
 58.9117 15.9305  6.31 "          " 5949 143187  29723
 65.5933  9.8399  6.31 "          " 3885  84812  15000
 69.3200  8.5482  6.31 "          " 3332  71553  14582
 73.0253 13.0805  6.31 "          " 4950 113889   7741
 74.7236  8.6135  6.31 "          " 3352  71973   6592
 77.5706  1.3387  6.31 "          "  375   7732   4376
 81.2575  7.4228  6.31 "          " 2709  55075   1164
-10.5703  9.6632  6.31 " 37    Hya" 3846  83650 155377
-12.7231 21.8281  6.31 "          " 8337 207503 164679
-15.0433 15.7236  6.31 "          " 5847 140301 159461
-19.5836  9.5927  6.31 "          " 3822  83104 155323
-20.1589  7.0023  6.31 "          " 2625  52348 172718
-22.7539 12.9592  6.31 "          " 4918 112519 181265
-24.7372 23.9416  6.31 "          " 9054 224283 192252
-26.2847  0.2289  6.31 "          "   43    943 166131
-26.6347 18.4622  6.31 "          " 6909 169851 186837
-28.3253 22.6622  6.31 "          " 8619 214599 191308
-31.7386  7.4286  6.31 "          " 2847  58766 197986
-32.5072  2.9940  6.31 "          "  903  18735 194023
-35.8378  7.3995  6.31 "          " 2829  58420 197951
-37.2378 11.6113  6.31 "          " 4470 100911 202627
-37.5031 15.9752  6.31 "          " 5935 142889 207178
-38.6164  9.2239  6.31 "          " 3667  79523 200119
-39.0642  8.5235  6.31 "          " 3373  72436 199329
-39.3314  7.7849  6.31 "          " 3032  63401 198435
-39.8233 18.9596  6.31 "          " 7136 175529 210754
-40.1825 23.7670  6.31 "          " 9001 223011 231769
-40.2842  6.4124  6.31 "          " 2323  45306 217910
-41.7450  5.0650  6.31 "          " 1651  32820 217153
-43.2000  2.3699  6.31 "          "  698  14832 215878
-45.0008 14.2608  6.31 "          " 5325 124580 224798
-45.2819  6.1778  6.31 "          " 2211  42834 217758
-45.8800 11.2744  6.31 "          " 4370  98096 222687
-46.6150 21.4058  6.31 "          " 8177 203548 230665
-46.7564  1.4918  6.31 "          "  435   9184 215525
-47.7108 20.3156  6.31 "          " 7745 192827 230144
-48.1622 15.9511  6.31 "          " 5921 142529 226392
-49.1439 13.4517  6.31 "          " 5061 116836 224149
-51.9311 18.8867  6.31 "          " 7093 174430 245783
-64.6817 21.3001  6.31 "          " 8125 202299 254966
-66.5603  5.6152  6.31 "          " 1960  37935 249322
  0.5603  5.2298  6.32 "          " 1703  33946 112543
  2.3528  5.4101  6.32 "          " 1786  35407 112729
  2.3681 10.4036  6.32 "          " 4085  90125 118278
  8.9569  0.0401  6.32 " 31    Psc" 9092 224995 128544
  9.6181 19.3146  6.32 "          " 7325 181122 124497
 -2.0656  5.0111  6.32 "          " 1613  32115 131684
 -2.6539 16.8395  6.32 "          " 6248 151900 141393
 -5.9172 17.3332  6.32 "          " 6439 156826 141611
 -7.4003 19.3846  6.32 "          " 7353 182038 143340
 -9.0589 10.3332  6.32 "          " 4060  89565 137495
 -9.4411  2.8807  6.32 "          "  859  17943 130160
 -9.5383 13.1540  6.32 "          " 4959 114203 139183
 13.6958  0.9651  6.32 "          "  276   5612  92183
 14.2825 19.4594  6.32 "          " 7396 183144 104862
 15.3136  8.6021  6.32 "          " 3394  72943  97950
 15.4006  4.2629  6.32 " 48    Tau" 1319  26911  93836
 15.8633 22.5464  6.32 "          " 8587 213644 107989
 17.0739 12.8701  6.32 " 32    Com" 4884 111862 100309
 17.2967  4.0103  6.32 "          " 1237  25175  93716
 17.3250  6.3172  6.32 "          " 2258  43819  95519
 22.5858 19.6023  6.32 "          " 7452 184961  87426
 24.3814 16.9617  6.32 "          " 6307 153312  84726
 24.5289 21.4064  6.32 "          " 8197 203886  89682
 26.9344  8.4463  6.32 " 23Phi2Cnc" 3310  71150  80187
 28.9422  5.9427  6.32 "          " 2066  39866  77744
 30.5531 22.1810  6.32 "          " 8460 210594  72095
 31.5725 20.6255  6.32 " 48    Cyg" 7885 196606  70287
 32.0325 13.9362  6.32 "          " 5245 121682  63837
 32.5153 15.3251  6.32 "          " 5702 136403  64630
 33.4506 11.4404  6.32 "          " 4412  99373  62551
 34.7933 23.3243  6.32 "          " 8873 219927  73171
 38.1056 19.9762  6.32 "          " 7642 189432  69193
 40.6614 10.1830  6.32 "          " 3987  88161  43220
 45.6531  8.4602  6.32 "          " 3309  71148  42369
 46.2297  1.7967  6.32 "          "  518  10874  37513
 46.8619 21.0620  6.32 "          " 8074 200753  50408
 48.0017 14.2970  6.32 "          " 5363 125406  44982
 48.3808 23.3282  6.32 "          " 8875 219962  52912
 49.7106 18.1184  6.32 "          " 6792 166228  47233
 50.5194 13.6731  6.32 "          " 5148 119124  28836
 53.3008 18.3966  6.32 "          " 6911 169885  30943
 57.1142 20.7204  6.32 "          " 7940 197770  32832
 57.5853  4.4503  6.32 "          " 1382  27855  24615
 58.8408 22.1193  6.32 "          " 8442 210220  34072
 60.6706 17.2748  6.32 "          " 6448 156947  17414
 63.8028 12.4184  6.32 "          " 4727 108150  15801
 65.6261 10.4984  6.32 " 35    UMa" 4106  90633  15196
 68.5017  4.2143  6.32 "          " 1282  26101  13061
 68.5075  3.8616  6.32 "          " 1166  23662  12929
 71.8639  3.5054  6.32 "          " 1032  21179   4917
 78.9183 16.6314  6.32 "          " 6238 151623   8592
 82.4308  8.4091  6.32 "          " 3197  67934   1319
-10.1658  8.3209  6.32 "          " 3265  69997 154105
-11.3397  8.1491  6.32 "          " 3189  67725 153887
-12.3369 20.2730  6.32 "  3    Cap" 7738 192666 163402
-14.0708 16.1176  6.32 "          " 5996 144585 159706
-15.2825 19.0260  6.32 "          " 7186 176593 162097
-18.5353 16.2442  6.32 "          " 6053 145997 159807
-23.7406  7.2632  6.32 "          " 2755  56341 173319
-27.4750  9.9483  6.32 "          " 3933  86301 178216
-28.2067 15.6377  6.32 "          " 5809 139290 183641
-30.8967  7.2826  6.32 "          " 2768  56731 197789
-35.5444 23.4669  6.32 "          " 8914 220929 214561
-35.6747  5.7885  6.32 "          " 2009  38885 196171
-36.7186 18.7355  6.32 "          " 7026 172875 210507
-37.1597  1.7966  6.32 "          "  528  11050 193303
-38.2858  8.3881  6.32 "          " 3296  70946 199166
-38.7203 18.5565  6.32 "   Kap1CrA" 6952 170868 210296
-41.0744  6.4784  6.32 "          " 2368  45983 217951
-41.6369  3.4366  6.32 "          " 1049  21473 216316
-41.9947 16.8997  6.32 "          " 6261 152235 227374
-42.3192 14.4371  6.32 "          " 5398 126386 224923
-42.3656  6.9074  6.32 "          " 2591  51208 218296
-42.9250 21.5714  6.32 "          " 8241 205096 230741
-43.0956  7.8557  6.32 "          " 3074  64287 219069
-43.8156  2.1680  6.32 "          "  636  13423 215794
-44.7519  7.8245  6.32 "          " 3057  63948 219040
-49.9767  7.9867  6.32 "          " 3142  66005 219249
-50.9567 11.1076  6.32 "          " 4321  96484 238775
-57.5781  9.2597  6.32 "          " 3693  80126 236777
